PIID,Est. Ultimate Completion Date,Date Signed,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Place of Performance Zip Code,Contractor Name,Street,Vendor City,Vendor State,Zip,DUNS Number,Vendor Phone Number,Effective Date,Action Obligation
47QTCF19F0024,03/31/2023,11/08/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,FLOWOOD,MS,39232-0002,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,11/16/2018,"$12,434.40"
47QTCF19F0025,03/31/2023,11/08/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,TUPELO,MS,38801-0302,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,11/16/2018,"$1,900.80"
47QTCF19F0026,03/31/2023,11/15/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,ASHEVILLE,NC,28803-1937,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,11/16/2018,"$9,209.20"
47QTCF19F0028,03/31/2023,11/15/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GREENSBORO,NC,27409-9500,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,11/16/2018,"$2,813.80"
47QTCF19F0029,03/31/2023,11/15/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CARY,NC,27513-1101,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,11/16/2018,$968.00
47QTCF19F0032,03/31/2023,12/06/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,MEMPHIS,TN,38105-0501,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,12/14/2018,"$7,062.44"
47QTCF19F0034,03/31/2023,12/06/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CHATTANOOGA,TN,37411-5340,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,12/14/2018,"$15,568.74"
47QTCF19F0035,03/31/2023,12/06/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,KNOXVILLE,TN,37923-0901,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,12/14/2018,"$5,453.58"
47QTCF19F0036,03/31/2023,11/19/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,MYRTLE BEACH,SC,29577-6789,FRONTIER COMMUNICATIONS CORPORATION,3 HIGH RIDGE PARK,STAMFORD,CT,06905-1337,006918296,(703) 999-2796,11/30/2018,$862.86
47QTCF19F0039,03/31/2023,12/10/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MC LEANSVILLE,NC,27301-0003,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,12/14/2018,"$2,043.12"
47QTCF19F0042,03/31/2023,12/18/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MEMPHIS,TN,38103-0001,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/06/2019,"$93,607.56"
47QTCF19F0043,03/31/2023,12/18/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,HUNTSVILLE,AL,35801-5104,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/06/2019,"$80,912.16"
47QTCF19F0044,03/31/2023,12/26/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,FERNANDINA BEACH,FL,32034-0907,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/14/2019,"$196,769.70"
47QTCF19F0045,03/31/2023,12/27/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ATLANTA,GA,30303-1283,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/16/2019,"$235,667.27"
47QTCF19F0046,03/31/2023,12/27/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,GREENSBORO,NC,27409-9634,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/20/2019,"$19,847.52"
47QTCF19F0047,03/31/2023,01/10/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,BIRMINGHAM,AL,35235-1012,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/28/2019,"$142,630.20"
47QTCF19F0048,03/31/2023,12/27/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MOBILE,AL,36608-2323,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/24/2019,"$50,223.00"
47QTCF19F0049,03/31/2023,01/10/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,COLUMBIA,SC,29201-0345,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/24/2019,"$46,131.84"
47QTCF19F0050,03/31/2023,12/28/2018,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,GREENSBORO,NC,27409-9500,FRONTIER COMMUNICATIONS CORPORATION,3 HIGH RIDGE PARK,STAMFORD,CT,06905-1337,006918296,(703) 999-2796,01/22/2019,"$18,686.70"
47QTCF19F0053,03/31/2023,01/17/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MEMPHIS,TN,38118-6475,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,01/18/2019,"$117,920.00"
47QTCF19F0058,03/31/2023,02/05/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,KEY WEST,FL,33040-4436,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,02/05/2019,"$12,588.90"
47QTCF19F0066,03/31/2023,02/27/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,LOUISVILLE,KY,40202-1004,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,03/04/2019,"$2,904.00"
47QTCF19F0070,03/15/2023,03/05/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,TAMPA,FL,33602-1001,"CORE TECHNOLOGIES, INC.",2979 PACIFIC DR STE B,NORCROSS,GA,30071-0000,843573713,(770) 935-4746,03/05/2019,"$6,620.05"
47QTCF19F0071,05/31/2023,03/15/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D306,IT AND TELECOM- SYSTEMS ANALYSIS,CHARLOTTE,NC,28217-0005,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,03/26/2019,"$10,050.00"
47QTCF19F0076,03/31/2023,03/14/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MEMPHIS,TN,38103-1816,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,03/15/2019,"$10,794.00"
47QTCF19F0077,03/31/2023,03/18/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,LEXINGTON,KY,40511-2627,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,03/22/2019,"$2,978.88"
47QTCF19F0078,03/31/2023,03/15/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,MORGANTOWN,WV,26505-3439,FRONTIER WEST VA INC.,1500 MACCORKLE AVE SE,CHARLESTON,WV,25396-0002,007944473,(703) 999-2796,03/15/2019,"$8,264.54"
47QTCF19F0079,05/31/2023,03/14/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D306,IT AND TELECOM- SYSTEMS ANALYSIS,LEXINGTON,KY,40503-1004,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,04/01/2019,"$3,261.62"
47QTCF19F0080,03/31/2023,03/19/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ALACHUA,FL,32615-0010,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,03/22/2019,"$13,525.76"
47QTCF19F0081,03/31/2023,03/19/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,REDDICK,FL,32686-3471,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,03/22/2019,"$3,427.84"
47QTCF19F0085,03/31/2023,03/27/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,LOUISVILLE,KY,40202-1004,"CORE TECHNOLOGIES, INC.",2979 PACIFIC DR STE B,NORCROSS,GA,30071-0000,843573713,(770) 935-4746,04/05/2019,"$4,614.83"
47QTCF19F0088,03/31/2023,04/04/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ASHEVILLE,NC,28801-2608,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,04/05/2019,"$2,132.24"
47QTCF19F0089,03/31/2023,04/10/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MOBILE,AL,36602-1103,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/12/2019,"$5,055.20"
47QTCF19F0090,04/11/2023,04/11/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ANDERSON,SC,29624-1606,"CORE TECHNOLOGIES, INC.",2979 PACIFIC DR STE B,NORCROSS,GA,30071-0000,843573713,(770) 935-4746,04/12/2019,"$7,049.67"
47QTCF19F0093,03/31/2023,04/18/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,MEMPHIS,TN,38103-1755,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/22/2019,"$1,173.00"
47QTCF19F0094,03/31/2023,04/24/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,FLORENCE,SC,29501-0836,"CORE TECHNOLOGIES, INC.",2979 PACIFIC DR STE B,NORCROSS,GA,30071-0000,843573713,(770) 935-4746,04/26/2019,"$6,512.61"
47QTCF19F0097,03/31/2023,05/15/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,LOUISVILLE,KY,40223-5135,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,05/16/2019,"$3,126.60"
47QTCF19F0098,03/31/2023,06/05/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GREENVILLE,SC,29601-5118,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,06/07/2019,$789.10
47QTCF19F0099,03/31/2023,06/05/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COLUMBIA,SC,29201-4177,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,06/07/2019,"$2,838.40"
47QTCF19F0105,03/31/2023,06/25/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,MEMPHIS,TN,38134-8957,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,06/28/2019,"$11,684.00"
47QTCF19F0106,03/31/2023,06/20/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,CHARLOTTE,NC,28203-4253,"CORE TECHNOLOGIES, INC.",2979 PACIFIC DR STE B,NORCROSS,GA,30071-0000,843573713,(770) 935-4746,06/21/2019,"$21,490.90"
47QTCF19F0108,03/31/2023,06/27/2019,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MIAMI,FL,33131-1766,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,07/08/2019,"$4,741.25"
GS00Q17AHC1003,02/07/2027,02/08/2017,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,WASHINGTON,DC,20405-0001,"HP ENTERPRISE SERVICES, LLC",13600 EDS DR A3S-B53,HERNDON,VA,20171-3299,077817617,(571) 326-8005,02/08/2017,"$14,334,832.42"
GS00Q17AHC1003,03/28/2027,04/20/2017,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,WASHINGTON,DC,20405-0001,ENTERPRISE SERVICES LLC,13600 EDS DR A3S-B53,HERNDON,VA,20171-3299,077817617,(571) 326-8005,04/20/2017,$0.00
GS00Q17AHC1003,03/28/2027,02/01/2019,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,WASHINGTON,DC,20405-0001,PERSPECTA ENTERPRISE SOLUTIONS LLC,13600 EDS DR A3S,HERNDON,VA,20171-3225,077817617,(703) 489-2964,02/13/2019,$0.00
GS01Q17BKC0002,01/31/2022,02/03/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,SILVER SPRING,MD,20910-3504,"VENCORE, INC.",15050 CONFERENCE CTR DR,CHANTILLY,VA,20151-3857,078279641,(703) 489-2964,02/01/2017,$0.00
GS03Q17DSC0001,01/30/2022,02/08/2017,511210,SOFTWARE PUBLISHERS,7030,INFORMATION TECHNOLOGY SOFTWARE,ABERDEEN PROVING GROUND,MD,21005-1728,SYSTEMATIC INC.,5875 TRINITY PKWY STE 130,CENTREVILLE,VA,20120-1971,945825453,(703) 385-7522,01/31/2017,$0.00
GS03Q17DSC0002,04/14/2022,04/14/2017,517410,SATELLITE TELECOMMUNICATIONS,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,ABERDEEN PROVING GROUND,MD,21005-1728,COMTECH MOBILE DATACOM CORPORATION,20430 CENTURY BLVD,GERMANTOWN,MD,20874-1202,803186295,(240) 686-3354,04/15/2017,"$3,513,004.83"
GS03Q17DSC0003,07/31/2022,07/27/2017,561422,TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS,D321,IT AND TELECOM- HELP DESK,FORT KNOX,KY,40121-1862,"INSPIRITEC, INC.",340 N 12TH ST STE 200,PHILADELPHIA,PA,19107-1103,034609029,(215) 922-1330,08/01/2017,"$15,776,024.72"
GS08Q17BPC0006,09/29/2022,03/29/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,CO SPRINGS,CO,80914-2902,HARRIS IT SERVICES CORPORATION,2235 MONROE ST,HERNDON,VA,20171-2824,602938771,(703) 673-3384,03/30/2017,"$5,518,021.24"
GS08Q17BPC0006,09/29/2022,01/22/2018,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,CO SPRINGS,CO,80914-2902,PERATON INC.,12975 WORLDGATE STE 7322,HERNDON,VA,20170-6008,602938771,(703) 668-6176,03/30/2017,$0.00
GS11Q17BJP0005,05/14/2027,05/13/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D325,IT AND TELECOM- DATA CENTERS AND STORAGE,BETHESDA,MD,20817-1834,INTERNATIONAL BUSINESS MACHINES CORPORATION,6710 ROCKLEDGE DR,BETHESDA,MD,20817-1826,835130485,(800) 333-6705,05/15/2017,"$20,265,519.00"
GS22Q17BGA0023,09/28/2022,09/29/2017,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,4120,AIR CONDITIONING EQUIPMENT,JOLON,CA,93928-0101,TRANE U.S. INC.,3600 PAMMEL CREEK RD,LA CROSSE,WI,54601-7511,126365795,,09/29/2017,$0.01
GSQ0017AJ0001,05/09/2024,06/21/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,TAMPA,FL,33608-0001,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12010 SUNSET HILLS RD,RESTON,VA,20190-5856,078883327,(703) 676-2178,06/21/2017,"$54,550,000.00"
GSQ0017AJ0003,06/19/2022,06/20/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,SAINT INIGOES,MD,20684-4009,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-4904,006928857,(703) 917-2337,06/20/2017,"$1,500,000.00"
GSQ0017AJ0007,11/17/2026,09/15/2017,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,WASHINGTON,DC,20405-0001,INTERNATIONAL BUSINESS MACHINES CORPORATION,6710 ROCKLEDGE DR,BETHESDA,MD,20817-1826,835130485,,09/15/2017,"$7,571,062.00"
GSQ0017AJ0018,08/07/2022,08/08/2017,541330,ENGINEERING SERVICES,K058,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",SAINT INIGOES,MD,20684-5012,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",3211 JERMANTOWN RD,FAIRFAX,VA,22030-2844,067641597,(703) 995-2666,08/08/2017,"$4,000,000.00"
GSQ0017AJ0019,02/16/2022,05/22/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D321,IT AND TELECOM- HELP DESK,DURHAM,NC,27709-9998,CSRA LLC,3170 FAIRVIEW PARK DR,FALLS CHURCH,VA,22042-4516,043991108,(703) 876-1243,05/22/2017,$0.00
GSQ0017AJ0021,01/18/2022,01/18/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,LINTHICUM HEIGHTS,MD,21090-0001,LOCKHEED MARTIN CORPORATION,9500 GODWIN DR,MANASSAS,VA,20110-4166,019710586,(703) 367-3221,01/18/2017,"$3,570,000.00"
GSQ0017AJ0024,01/12/2022,09/29/2017,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,FORT GEORGE G MEADE,MD,20755-2101,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-3830,006928857,(703) 377-0195,09/29/2017,"$7,071,685.00"
GSQ0017AJ0029,03/05/2022,02/10/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,MCLEAN,VA,22102-4904,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-4904,006928857,(703) 917-2337,02/10/2017,"$2,618,250.00"
GSQ0017AJ0031,09/26/2022,09/27/2017,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,FORT GEORGE G MEADE,MD,20755-2101,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,1710 SAIC DR,MCLEAN,VA,22102-3702,078883327,(703) 676-5681,09/27/2017,"$10,819,378.00"
GSQ0017AJ0036,03/28/2022,03/29/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D321,IT AND TELECOM- HELP DESK,WASHINGTON,DC,20405-0001,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12010 SUNSET HILLS RD,RESTON,VA,20190-5856,078883327,(703) 676-2178,03/29/2017,"$13,000,000.00"
GSQ0017AJ0046,03/18/2023,11/20/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,ARLINGTON,VA,22209-1742,DELOITTE CONSULTING LLP,1919 N LYNN ST,ARLINGTON,VA,22209-1742,019121586,(571) 858-0176,11/20/2017,$0.00
GSQ0017AJ0079,08/30/2023,12/04/2017,541512,COMPUTER SYSTEMS DESIGN SERVICES,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",WASHINGTON,DC,20407-0001,LEIDOS INNOVATIONS CORPORATION,700 N FREDERICK AVE,GAITHERSBURG,MD,20879-3328,080272605,(571) 526-6000,12/04/2017,"$940,128.00"
GSQ0017AJ0096,09/28/2022,12/05/2017,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,FORT GEORGE G MEADE,MD,20755-5371,BOOZ ALLEN HAMILTON INC.,8283 GREENSBORO DR,MCLEAN,VA,22102-3830,006928857,(703) 377-0195,12/05/2017,$0.00
GSQ0017NS5039,03/31/2023,09/29/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,ATLANTA,GA,30303-2704,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/29/2016,"$3,872.40"
GSQ0017NS5041,03/31/2023,09/30/2016,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,FORT KNOX,KY,40122-5307,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,09/30/2016,"$6,291.64"
GSQ0017NS5043,03/31/2023,01/12/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,HUNTSVILLE,AL,35805-4156,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,01/12/2017,"$1,571.00"
GSQ0017NS5044,03/31/2023,01/12/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,TALLADEGA,AL,35160-8737,"WINDSTREAM COMMUNICATIONS, INC.",4001 N RODNEY PARHAM RD STE 202,LITTLE ROCK,AR,72212-2442,780994039,(501) 748-5839,01/12/2017,"$6,525.00"
GSQ0017NS5093,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,PENSACOLA,FL,32507-0001,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$27,945.28"
GSQ0017NS5096,03/31/2023,03/16/2017,517110,WIRED TELECOMMUNICATIONS CARRIERS,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,MONTGOMERY,AL,36117-0401,"SBC GLOBAL SERVICES, INC.",2001 LAKEWOOD BLVD STE 6L544,HOFFMAN ESTATES,IL,60192-5004,827183919,(314) 505-0638,04/03/2017,"$132,848.28"
